region,Group,details
south-asia,"West Bengal, India","['1200 CE - 1800 CE', 'Religious Group, Indic Religious Traditions, Buddhist Traditions, Vedic religion']"
south-asia,"West Bengal, India","['1800 CE - 1950 CE', 'Religious Group, Indic Religious Traditions, Buddhist Traditions, Vedic religion']"
south-asia,"West Bengal, India","['1950 CE - 2020 CE', 'Religious Group, Indic Religious Traditions']"
south-asia,Worshipers of Śītalā,"['1690 CE - 2017 CE', 'Religious Group, Buddhist Traditions, Indic Religious Traditions']"
south-asia,"Worshippers at the Chidambaram Nataraja Temple, Modern Period","['700 CE - 2019 CE', 'Religious Group, Indic Religious Traditions']"
southeast-asia,Alorese,"['Secondary source: Multiple References', '1854 CE - 1980 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Badjau,"['Secondary source: Multiple References', 'Data source: eHRAF', '1940 CE - 1966 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Balinese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1933 CE - 1960 CE', 'Religious Group, Indic Religious Traditions']"
southeast-asia,Balinese Śaiva priests (pedanda siwa),"['1500 CE - 2018 CE', 'Religious Group, Southeast Asian Religions, Indic Religious Traditions']"
southeast-asia,Burmese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1940 CE - 1965 CE', 'Religious Group, Buddhist Traditions']"
southeast-asia,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
southeast-asia,Iban,"['Secondary source: Multiple References', 'Data source: eHRAF', '1941 CE - 1966 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Iban traditional religion,"['Data source: Pulotu — Database of Pacific Religions', '1840 CE - 1970 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Ifugao,"['Secondary source: Multiple References', '1550 CE - 1970 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Ifugao,"['Secondary source: Multiple References', 'Data source: eHRAF', '1890 CE - 1920 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Indonesian Catholicism,"['1500 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Christian Traditions, Roman Catholic, Christianity of the global South']"
southeast-asia,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
southeast-asia,Javanese,"['Secondary source: Multiple References', 'Data source: eHRAF', '1930 CE - 1960 CE', 'Religious Group, Syncretic Religions']"
southeast-asia,Kapauku,"['Secondary source: Multiple References', '1938 CE - 1990 CE', 'Religious Group, Oceanic Religions']"
southeast-asia,Kapauku,"['Secondary source: Multiple References', 'Data source: eHRAF', '1930 CE - 1955 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Lakher,"['Secondary source: Multiple References', 'Data source: eHRAF', '1905 CE - 1935 CE', 'Religious Group, Indic Religious Traditions']"
southeast-asia,Lamet,"['Secondary source: Multiple References', 'Data source: eHRAF', '1915 CE - 1945 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Lan Na Buddhism,"['1292 CE - 1558 CE', 'Religious Group, Buddhist Traditions']"
southeast-asia,Nahdlatul Ulama (NU),"['1926 CE - 2020 CE', 'Religious Group, Islamic Traditions, Southeast Asian Religions']"
southeast-asia,Pāśupatas,"['200 CE - 1200 CE', 'Religious Group, Southeast Asian Religions, Indic Religious Traditions']"
southeast-asia,Semang,"['Secondary source: Multiple References', '1900 CE - 1986 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Semang,"['Secondary source: Multiple References', 'Data source: eHRAF', '1910 CE - 1940 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Siamese (Central Thai),"['Secondary source: Multiple References', 'Data source: eHRAF', '1930 CE - 1960 CE', 'Religious Group, Buddhist Traditions, Southeast Asian Religions, Indic Religious Traditions']"
southeast-asia,Singaporean Mega-Churches,"['1980 CE - 2015 CE', 'Religious Group, Christian Traditions']"
southeast-asia,Temple of Prey Angkor Knung,"['700 CE - 2020 CE', 'Religious Place, Religious Group, Temple, Buddhist Traditions']"
southeast-asia,Unitarian Universalism,"['1825 CE - 2020 CE', 'Religious Group, Liberal Religion, Secularism, American Christianity, North American Religions, Protestantism']"
southeast-asia,"Wat Preah Vihear Sour: A Popular Pilgrimage Site outside Phnom Penh, Cambodia","['1000 CE - 2020 CE', 'Religious Place, Religious Group, Temple, Buddhist Traditions']"
southeast-asia,Buddhism in the Mekong Delta,"['2000 CE - 2020 CE', 'Religious Group, Mekong-Delta Religions, Vietnamese Religions, Southeast Asian Religions, Vietnam, Buddhist Traditions']"
southeast-asia,Cham Ahiér,"['1600 CE - 2015 CE', 'Religious Group, Southeast Asian Religions, Indic Religious Traditions, Shaivism, Animist, Vietnam, Polytheistic, Southeast Asian Hinduism, Hinduism']"
southeast-asia,Cham Bani,"['1000 CE - 2015 CE', 'Religious Group, Islamic Traditions, Vietnamese Religions, Syncretic Religions, Southeast Asian Religions']"
southeast-asia,Chinese Nunnery in Myanmar,"['1945 CE - 2020 CE', 'Religious Group, Buddhist Traditions']"
southeast-asia,Dalikal Ppo Klaong Garai,"['1151 CE - 2020 CE', 'Religious Group, Text, Southeast Asian Religions, Shaivism, Scripture, Vietnam, Indic Religious Traditions']"
southeast-asia,Hmong Christianity,"['1900 CE - 2018 CE', 'Religious Group, Southeast Asian Religions, Christian Traditions']"
southeast-asia,Kelantanese Thai Religion,"['1900 CE - 2017 CE', 'Religious Group, Buddhist Traditions']"
southeast-asia,Kuy traditional religions,"['Secondary source: Multiple References', '1000 CE - 2018 CE', 'Religious Group, Southeast Asian Religions, Animist, Buddhist Traditions, Syncretic Religions']"
southeast-asia,Mentawai (Rereiket),"['1970 CE - 2018 CE', 'Religious Group, Southeast Asian Religions']"
southeast-asia,Supreme Master Ching Hai World Society,"['1986 CE - 2018 CE', 'Religious Group, Buddhist Traditions, Christian Traditions, Indic Religious Traditions, New Religious Movement (NRM)']"
southeast-asia,Thai Bhikkhunis,"['2003 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Buddhist Traditions']"
southeast-asia,Thai Forest Tradition,"['1920 CE - 2020 CE', 'Religious Group, Buddhist Traditions']"
southeast-asia,The Plum Village Sangha of Thich Nhat Hanh,"['1982 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Vietnam, Vietnamese Religions, Buddhist Traditions']"
southwest-asia,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
southwest-asia,Religion in Samuha during the Hittite period,"['1600 BCE - 1200 BCE', 'Religious Place, Religious Group, Asia Minor, Anatolian Religions, City, Mesopotamian Religions']"
southwest-asia,Tabaqat as-Sufiyya de as-Sulami طبقات الصوفيّة للسّلمي,"['1021 CE - 2022 CE', 'Religious Group, Text, Sufi, Islamic Theology, Religious History, Islamic Traditions, Mysticism']"
southwest-asia,Ugarit,"['1600 BCE - 1185 BCE', 'Religious Group, Syro-Palestinian Religion, Canaanite Religions']"
western-asia,Abkhaz,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1890 CE', 'Religious Group, Christian Traditions, Islamic Traditions, Syncretic Religions']"
western-asia,Achaemenid Religion,"['550 BCE - 330 BCE', 'Religious Group, Zoroastrianism, Mesopotamian Religions']"
western-asia,Ammonite Religion,"['1000 BCE - 500 BCE', 'Religious Group, Levantine Religion, Syro-Palestinian Religion, Polytheistic, Canaanite Religions']"
western-asia,Bad' al-Khalq wa Qasas al-Anbiya' of Kisa'i كتاب بدء الخلق وقصص الأنبياء للكسائي,"['1100 CE - 2023 CE', ""Religious Group, Text, Islamic Theology, Shi'a Islam, Hadith, Islamic Traditions""]"
western-asia,Book of Ezekiel,"['593 BCE - 100 BCE', 'Religious Group, Text, Canonical texts, Biblical Prophets, Early Jewish Literature, Abrahamic, Rule Text, Near East, Scripture, Prophecy, Ritual text, Sacred Law, Jewish Traditions, Judeans and Israelites, Temple Buildings and Temple Cult']"
western-asia,Kurd,"['Secondary source: Multiple References', 'Data source: eHRAF', '1926 CE - 1955 CE', 'Religious Group, Islamic Traditions']"
western-asia,Monotheistic Pre-Islamic South Arabia,"['360 CE - 570 CE', 'Religious Group, Arabian Religions']"
western-asia,Polytheistic Pre-Islamic South Arabia,"['800 BCE - 360 CE', 'Religious Group, Arabian Religions']"
western-asia,Qasr al-Bint,"['Secondary source: Multiple References', '30 BCE - 400 CE', 'Religious Place, Religious Group, Temple, Altar, Levantine Religion, Arabian Religions']"
western-asia,Rwala Bedouin,"['Secondary source: Multiple References', 'Data source: eHRAF', '1887 CE - 1915 CE', 'Religious Group, Islamic Traditions']"
western-asia,The Chaldaean Oracles,"['100 CE - 199 CE', 'Religious Group, Text, Hellenistic Religions, Babylonian Religions, Ancient Greek text, Greek Religions']"
western-asia,الكعبة : المسجد الحرام al-Ka'ba : al-Masjed al-Haram,"['2000 BCE - 2023 CE', 'Religious Group, Religious Place, Arabia, Abrahamic, Arabian Religions, Islamic Traditions']"
asia-minor,Acts of Paul and Thecla,"['150 CE - 200 CE', 'Religious Group, Text, Early Christianity, Hagiography, Asia Minor']"
asia-minor,Arsenites,"['1265 CE - 1310 CE', 'Religious Group, Christianity, Byzantine, Asia Minor, Orthodoxy']"
asia-minor,Christianity in Ephesus,"['120 CE - 300 CE', 'Religious Group, Early Christianity, Early Christianity, Anatolian Religions, Roman Religious Traditions, Christian Traditions, New Religious Movement, Asia Minor']"
asia-minor,Cult of Thecla,"['150 CE - 600 CE', 'Religious Group, Ancient Mediterranean, Hellenistic Religions, Asia Minor, Greek Cult, Greek Religions, Anatolian Religions']"
asia-minor,Encratites,"['100 CE - 400 CE', 'Religious Group, Ancient Mediterranean, Early Christianity, Early Christianity']"
asia-minor,Great Temple of Hattusa,"['1600 BCE - 1180 BCE', 'Religious Group, Religious Place, Temple, Archaeological Site, Anatolian Religions, Asia Minor, Religious Complex']"
asia-minor,"Greek Chalcedonian Christians, Nicaea","['1204 CE - 1261 CE', 'Religious Group, Christian Traditions, Asia Minor, Medieval Christianity, Abrahamic, Orthodoxy']"
asia-minor,Gregory of Nyssa’s oration 40,"['4 CE - 4 CE', 'Religious Group, Text, Early Christianity, Christian Theology, Asia Minor, Religious History, Byzantine text, Baptists']"
asia-minor,Nestorian Christianity,"['431 CE - 1500 CE', 'Religious Group, Nestorianism']"
asia-minor,Pauline Epistles,"['50 CE - 62 CE', 'Religious Group, Text, Canonical texts, Early Christianity, Abrahamic, Ancient Mediterranean, Scripture, Ancient Greek text']"
asia-minor,Pre-Pottery Neolithic in the Near East,"['9700 BCE - 6600 BCE', 'Religious Group, Prehistoric Religion, Neolithic, Near East, Anatolian Religions']"
asia-minor,Temple-Church of Aphrodisias,"['450 CE - 1199 CE', 'Religious Group, Religious Place, Cathedral, Archaeological Site, Early Christianity, Early Christianity, Abrahamic, Ancient Mediterranean, Christian Traditions, Greek Religions, Temple Buildings and Temple Cult, Temple Buildings and Temple Cult, Religious Complex, Graeco-Roman, Aegean, Asia Minor, Temple, Basilica, Archaeological monument']"
asia-minor,The Bogomils,"['Secondary source: Multiple References', '969 CE - 1400 CE', 'Religious Group, Medieval Christianity, Asia Minor, Heresy, Dualist Tradition, Balkans, Christian Traditions']"
asia-minor,"The New Prophecy or ""Montanism""","['165 CE - 550 CE', 'Religious Group, Roman Religions, Early Christianity, Anatolian Religions, Montanism, New Prophecy, Apocalyptic Movements, Rome, Gaul, Carthage, Christian Traditions, Tertullian, Phrygia, Prophecy, Heresy, Asia Minor, Roman Religious Traditions']"
asia-minor,Yādiya/Sam'al,"['920 BCE - 713 BCE', 'Religious Group, Levantine Religion, Syro-Palestinian Religion, Religious Practice, Anatolian Religions, Assyrian Religions, Canaanite Religions']"
asia-minor,Yazılıkaya Hittite Rock Sanctuary,"['1500 BCE - 1200 BCE', 'Religious Place, Religious Group, Open-Air Sanctuary, Anatolian Religions, Archaeological monument']"
assam,Kālikā Purāṇa,"['10 CE - 12 CE', 'Religious Group, Text, Hinduism, Purana']"
australia,Secular Buddhists,"['1997 CE - 2022 CE', 'Religious Group, Secularism, Buddhist Traditions']"
baghdad,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,"['874 CE - 936 CE', 'Religious Group, Text, Islamic Theology, Hadith, Islamic Traditions']"
balkans,The Bogomils,"['Secondary source: Multiple References', '969 CE - 1400 CE', 'Religious Group, Medieval Christianity, Asia Minor, Heresy, Dualist Tradition, Balkans, Christian Traditions']"
bangladesh,Chishti Sufis,"['Supervised by: Stephen Christopher', '1200 CE - 2020 CE', 'Religious Group, Sufi, Islamic Traditions, South Asian Religion, Indic Religious Traditions']"
basra,Le Livre de al-'Ibana 'an 'Usul al-Diyana de al-Ash'ari كتاب الإبانة عن أصول الديانة للأشعري,"['874 CE - 936 CE', 'Religious Group, Text, Islamic Theology, Hadith, Islamic Traditions']"
borneo,Kaharingan,"['1945 CE - 2021 CE', 'Religious Group, Reform Movement, Southeast Asian Religions, Animist, Syncretic Religions, Southeast Asian Hinduism, Hinduism']"
brazil,Modern Mystery School (MMS),"['1997 CE - 2021 CE', 'Religious Group, New Age Religion, Mystery Religion, Spiritual Business']"
brazil,Umbanda,"['1913 CE - 2022 CE', 'Religious Group, Syncretic Religions, American Christianity, Latin America Religions, Natural Religion, African American Religion']"
byzantium,Arsenites,"['1265 CE - 1310 CE', 'Religious Group, Christianity, Byzantine, Asia Minor, Orthodoxy']"
byzantium,Christianity in Byzantium: between the end of Iconoclasm and the Schism,"['843 CE - 1054 CE', 'Religious Group, Christianity']"
byzantium,Defense of Icon Veneration by John of Damascus,"['726 CE - 730 CE', 'Religious Group, Text, Orthodoxy, Christian Traditions, Byzantine text']"
byzantium,Stoudios Monastery,"['Supervised by: Ian Randall', '790 CE - 1453 CE', 'Religious Group, Religious Place, Basilica, Monastery, Monasticism, Christian Traditions, Medieval Christianity']"
byzantium,Temple-Church of Aphrodisias,"['450 CE - 1199 CE', 'Religious Group, Religious Place, Cathedral, Archaeological Site, Early Christianity, Early Christianity, Abrahamic, Ancient Mediterranean, Christian Traditions, Greek Religions, Temple Buildings and Temple Cult, Temple Buildings and Temple Cult, Religious Complex, Graeco-Roman, Aegean, Asia Minor, Temple, Basilica, Archaeological monument']"
byzantium,The 'Parastaseis Syntomoi Chronikai',"['700 CE - 900 CE', 'Religious Group, Text, Hellenistic Religions, Greek Religions, Medieval Christianity, Orthodoxy, Byzantine text']"
byzantium,"The Praise of the Bees, Exultet Hymn","['500 CE - 1500 CE', 'Religious Group, Text, Roman Catholic, Early Christianity, Catholic, Monasticism, Hagiography, Christian Traditions, Religious History, Religious Practice, Medieval Christianity, Ritual text, Catholic text']"
byzantium,Christianity in Byzantium: Between the Schism and the Fourth Crusade,"['1054 CE - 1204 CE', 'Religious Group, Christianity, Christian Traditions, Orthodoxy']"
constantinople,Christianity in Byzantium: Between the Schism and the Fourth Crusade,"['1054 CE - 1204 CE', 'Religious Group, Christianity, Christian Traditions, Orthodoxy']"
caanan,Religion in the Middle Bronze Age / Canaan,"['2000 BCE - 1550 BCE', 'Religious Group, Syro-Palestinian Religion, Ancient Mediterranean, Middle Bronze Age, southern Levant, Canaanite Religions, Temple Buildings and Temple Cult']"
canaan,Religion in the Early Bronze Age / Canaan,"['3600 BCE - 2400 BCE', 'Religious Group, Syro-Palestinian Religion, Ancient Mediterranean, Early Bronze Age, Canaanite Religions, southern Levant, Temple Buildings and Temple Cult']"
canada,"Anabaptist Mennonites in North America, 1683-2021","['1683 CE - 2021 CE', 'Religious Group, Reform Movement, American Christianity, Abrahamic, Anabaptism, Christian Traditions, Communal Society, Evangelical religion']"
canada,Exovedate,"['Supervised by: Lauren Griffin', '1885 CE - 1885 CE', 'Religious Group, Christian Traditions, American Christianity, North American Religions, Abrahamic']"
canada,Modern Mystery School (MMS),"['1997 CE - 2021 CE', 'Religious Group, New Age Religion, Mystery Religion, Spiritual Business']"
canada,Muslim Students Association of the United States and Canada,"['1960 CE - 2022 CE', 'Religious Group, Islamic Traditions']"
canada,Secular Buddhists,"['1997 CE - 2022 CE', 'Religious Group, Secularism, Buddhist Traditions']"
carthage,Encratites,"['100 CE - 400 CE', 'Religious Group, Ancient Mediterranean, Early Christianity, Early Christianity']"
caucasus,Ancient state of Urartu,"['850 BCE - 580 BCE', 'Religious Group, Mesopotamian Religions, Anatolian Religions']"
nakhchivan-autonomous-republic,Ancient state of Urartu,"['850 BCE - 580 BCE', 'Religious Group, Mesopotamian Religions, Anatolian Religions']"
central-asia,"The New Prophecy or ""Montanism""","['165 CE - 550 CE', 'Religious Group, Roman Religions, Early Christianity, Anatolian Religions, Montanism, New Prophecy, Apocalyptic Movements, Rome, Gaul, Carthage, Christian Traditions, Tertullian, Phrygia, Prophecy, Heresy, Asia Minor, Roman Religious Traditions']"
